BOVINE OF,FELINE OEV,PORCINE OEV,DUNNART OF,EQUINE OF,CANINE OEV,SHEEP OF,RABBIT OF,HUMAN OF
PSMC5,PDIA5,PSMB7,GSTP1,ENSECAG00000034000,RPS4X,PLTP,,CYGB
PSMC6,PDIA6,Psmc1,GSTT2B,RPL36A-HNRNPH2,RPL8,KPYM,,CYHR1
PSMD1,PEBP1,PSMC2,GSTZ1,MAN2C1,RPS3A,K1C19,,CYP11A1
PSMD11,pelp1,Psmc3,GTF2B,MVP,VCL,ACOC,,CYP19A1
PSMD12,PFKL,PSMC4,GTF2E1,HMGB2,ACTN4,HEMO,,CYP1B1
PSMD13,PFKM,PSMC5,GTF2E2,PDCD6IP,C1QBP,HVM47,,CYP20A1
PSMD14,PFN1,Psmc6,GTF2F2,ENSECAG00000008979,LOC475916,1433E,,CYP27C1
PSMD2,PFN2,PSMD1,GTPBP1,EIF4A3,HSPA13,DDAH2,,CYP2S1
PSMD3,PGAM1,PSMD11,GUCY1A1,MOB1B,TMED9,PRDX1,,CYP51A1
PSMD4,PGAM2,PSMD12,GUCY1B1,HARS1,HNRNPH3,HBA1,,CYRIA
PSMD6,PGAM5,PSMD13,GUK1,PABPC4,ARPC5,K1C10,,CYRIB
PSMD7,PGD,Psmd14,GUSB,GNA12,QTRT2,TRY1,,CYSTM1
PSMD8,PGK1,PSMD2,GYG1,NRBP1,HMGB3,CBR1,,CYTH3
PSME1,PGRMC2,Psmd3,HABP2,WASF2,MGST3,HS74L,,CZIB
PSME2,,PSMD4,HACE1,ARF4,KRT78,EF1G,,DAAM1
PSME4,,PSMD6,HADH,KYAT3,RPL22L1,TCPQ,,DAB2
PSPH,,Psmd7,HADHA,CUL1,PGRMC1,RLA0L,,DAB2IP
PTBP1,,PSMD8,HADHB,PHKG2,CKB,HS71A,,DAD1
PTGES3,,PSME1,HAGH,OGA,ANXA8L1,MDHC,,DAG1
PTK2,,PSME2,HAGHL,BPNT1,SET,XPP1,,DAGLB
PTK2B,,PSME4,HARS1,PDCD6IP,RPL27A,ACTC,,DAP3
PTK7,,Psph,HAT1,FHL1,PSMB5,CAPZB,,DAPK1
PTPN11,,Ptbp1,HCLS1,RAC1,LOC100856638,ANXA3,,DAPK3
PTPN13,,PTEN,HDAC1,WDR77,CDC37,GELS,,DARS1
PTPN23,,Ptges3,HDAC10,CPNE3,ATP5PB,CO4,,DARS2
PTPN6,,Ptgfrn,HDAC2,CEP162,CYC1,G3P,,DAXX
PTPRF,,Ptk2,HDAC6,PRUNE1,LAMP1,MYH9,,DAZAP1
PTPRJ,,PTK2B,HDDC2,A2M,DCLK1,K2C1,,DBI
PURA,,PTK7,HDDC3,MUC1,LOC609770,SERA,,DBN1
PWP1,,PTPN11,HDGFL2,DLGAP4,EPRS,CYBP,,DBNL
PYGB,,PTPN13,HDHD2,CHMP1A,PSMA3,TALDO,,DBR1
PYGL,,Ptpn23,HDHD5,PTBP1,ANXA1,1433Z,,DBT
QDPR,,PTPN6,HDLBP,ENSECAG00000038550,MYL3,PRDX2,,DCAF1
QSOX1,,Ptprf,HEATR3,FAU,CLIC1,GBLP,,DCAF13
RAB10,,Ptprj,HEATR5A,IPO9,RPS18,PA1B3,,DCAF7
RAB11B,,PTPRS,HEATR5B,GCN1,RAB1A,CLUS,,DCAF8
RAB13,,PTRF,HEATR6,AGT,RAN,CERU,,DCAKD
RAB14,,Pura,HEBP1,PLCD1,RPS23,CFAH,,DCD
RAB18,,PWP1,HEBP2,,G6PD,K2C8,,DCHS1
RAB1A,,PXK,HECTD1,,RPSA,ALDOA,,DCLK1
RAB1B,,PYCRL,HECTD4,,KRT5,OVGP1,,DCN
RAB21,,Pygb,HECW2,,ANXA4,HMGB1,,DCP1A
RAB23,,PYGL,HERC4,,,1433T,,DCP1B
RAB27B,,QARS,HEXB,,NDUFS3,K22E,,DCPS
RAB2A,,Qdpr,HEXIM1,,RANBP1,IF4A2,,DCTN1
RAB2B,,Qsox1,HGS,,LOC102155463,RB11A,,DCTN2
RAB34,,Rab10,HIBADH,,SRI,CO3,,DCTN3
RAB35,,RAB11B,HIBCH,,HNRNPD,PARK7,,DCTN4
RAB3A,,RAB13,HID1,,,EF2,,DCTN5
RAB3GAP1,,Rab14,HINT1,,PSMB1,COF1,,DCTN6
RAB4B,,RAB18,HIP1,,KRT4,IDHC,,DCTPP1
RAB5A,,Rab1A,HIP1R,,HSPD1,KCRB,,DCUN1D1
RAB5B,,RAB1B,HK1,,LOC106558132,CAYP1,,DCXR
RAB5C,,RAB21,HLCS,,EIF3I,TCPD,,DDAH1
RAB6A,,RAB22A,HM13,,,CBR3,,DDAH2
RAB7A,,RAB23,HMBS,,RTN4,ADHX,,DDB1
RAB8A,,Rab27a,HMGB1,,TMEM109,PSMD2,,DDB2
RAB8B,,RAB27B,HMGB3,,TPD52L2,FKBP4,,DDHD2
RABEP1,,RAB2A,HMGCS1,,ACLY,K1C9,,DDI2
RABGAP1,,RAB2B,HMGN2,,KRT9,PLAK,,DDOST
RABGEF1,,RAB34,HMOX2,,LGALS1,TPIS,,DDR2
RABGGTA,,Rab35,HNMT,,AARS,SODC,,DDRGK1
RAC1,,Rab3a,HNRNPA0,,RAB6A,THBG,,DDT
RAD50,,RAB3GAP1,HNRNPA1,,SOD1,AL9A1,,DDX1
RAE1,,Rab4b,HNRNPA2B1,,ELAVL1,AATC,,DDX17
RAI14,,RAB5A,HNRNPA3,,PTGIS,GDIB,,DDX18
RALA,,Rab5b,HNRNPAB,,TLN1,ACLY,,DDX19A
RALGAPA2,,Rab5c,HNRNPC.1,,HSD17B12,S14L3,,DDX20
RALGAPB,,Rab6a,HNRNPH3,,SNRPB,PNPH,,DDX21
RAN,,Rab7a,HNRNPK,,PDIA4,COPA,,DDX23
RANBP10,,RAB8A,HNRNPL,,,A1BG,,DDX27
RANBP9,,Rab8b,HNRNPLL,,LIX1L,ALBU,,DDX39B
RAP1A,,RABEP1,HNRNPM,,ETHE1,SYQ,,DDX3X
RAP1B,,RABGAP1,HNRNPR.1,,CTSZ,K2C5,,DDX42
RAP1GAP,,Rabgef1,HNRNPUL1,,RPS5,ANXA2,,DDX46
RAP2B,,Rabggta,HNRNPUL2,,AIFM1,EZRI,,DDX47
RAP2C,,Rabl2,HOOK1,,GLIPR2,ESTD,,DDX5
RARRES1,,Rac1,HOOK2,,TAGLN2,A2MG,,DDX50
RBBP7,,RAD50,HOOK3,,PIR,CRYM,,DDX58
RBM47,,Rae1,HP1BP3,,S100A6,K1C18,,DDX6
RBP1,,RAI14,HPCAL1,,SSR4,FETUA,,DDX60
RDX,,Rala,HPRT1,,RPL9,PDXK,,DECR1
RELA,,Ralgapa2,HPX,,ATIC,ADSV,,DECR2
REPS1,,RALGAPB,HS1BP3,,S100A4,RSSA,,DEFA1
REXO2,,ran,HSD17B10,,PRDX4,PLSL,,DEFA1B
RHOA,,RANBP10,HSD17B11,,PCNA,HS105,,DEGS1
RHOC,,RANBP9,HSD17B12,,BANF1,TTL12,,DEK
RHOG,,Rap1a,HSD17B4,,DYNLL2,ANXA1,,DENND4A
RICTOR,,Rap1b,HSDL2,,,TRFL,,DENND4C
RNF31,,RAP1GAP,HSP90AA1,,PSMA6,K1M1,,DENND5A
RNH1,,Rap1gap2,HSP90AB1,,RPS8,NDKB,,DENR
RNPEP,,Rap2a,HSPA12A,,RAB5C,ABHEB,,DEPTOR
ROCK1,,Rap2b,HSPA12B,,PSMB4,TBB4B,,DERA
ROCK2,,RAP2C,HSPA14,,HNRNPAB,CFAB,,DERL1
ROPN1L,,Rapgef3,HSPA2,,CHCHD2,PROF1,,DERL2
RPAP3,,RASA3,HSPA4,,H2AFX,GSTP1,,DERL3
RPL10,,Rbbp7,HSPA4L,,ARHGAP1,PSME1,,DES
RPL10A,,RBM47,HSPA5,,EHD2,UBA1,,DESI1
RPL11,,Rbp1,HSPA8,,VAMP8,S10AB,,DFFA
RPL12,,Rbx1,HSPA9,,NARS,ARPC4,,DGKA
RPL13,,RDX,HSPB1,,KLHL13,SND1,,DGKE
RPL13A,,RELA,HSPB7,,NDUFB3,PPIB,,DGKZ
RPL14,,Reps1,HSPBP1,,PRDX3,TPPP3,,DGLUCY
RPL17,,Rer1,HSPD1,,RRBP1,PGAM1,,DHCR24
RPL18,,Rexo2,HSPG2,,SEC13,DHPR,,DHCR7
RPL18A,,Rhoa,HTATIP2,,HADHB,HSPB1,,DHODH
RPL19,,Rhoc,HUWE1,,LOC611750,AOC3,,DHRS1
RPL21,,Rhog,HYKK,,PPP1R14B,ILEU,,DHRS11
RPL23,,RIBC2,HYOU1.1,,UBE2V1,PLMN,,DHRS4
RPL24,,RICTOR,IAH1,,AIMP2,ARPC3,,DHRS7
RPL27,,RIT1,IARS1,,RAB11A,CLIC1,,DHRS7B
RPL27A,,RMND5A,IARS2,,GSTM4,PRDX5,,DHRS9
RPL28,,RNF213,ICA1,,ACADVL,TTHY,,DHTKD1
RPL3,,RNF31,ICAM1,,NDUFA5,G6PI,,DHX15
RPL30,,RNPEP,IDE,,MAT2A,QOR,,DHX16
RPL36,,ROCK1,IDE.1,,PHB2,TERA,,DHX29
RPL4,,ROCK2,IDH1,,ANP32B,GSTM5,,DHX30
RPL5,,ROGDI,IDH2,,LOC100683724,HSP7C,,DHX32
RPL6,,RPAP3,IDH3A,,GAL3ST4,RS3,,DHX36
RPL7A,,Rpl10,IFI30,,ASH1L,ACTB,,DHX38
RPL8,,Rpl10a,IFIH1,,AK2,RL22,,DHX57
RPLP0,,Rpl11,IFRD2,,MAP4,CAH2,,DHX9
RPS11,,Rpl12,IFT122,,FLNA,PLSI,,DIABLO
RPS13,,Rpl13,IFT140,,BTF3,SERB,,DIAPH1
RPS14,,RPL13A,IFT172,,ZNF512,RS16,,DIAPH2
RPS15,,RPL14,IFT46,,RRAS,RS25,,DICER1
RPS15A,,Rpl15,IGBP1,,CDIPT,ANT3,,DIMT1
RPS16,,Rpl17,IGF2BP2,,RPS15,VTDB,,DIP2A
RPS17,,RPL18,IGF2R,,RPL13,ANXA8,,DIP2B
RPS18,,RPL18A,IGFALS,,CYB5R3,RL3,,DIPK2A
RPS2,,RPL21,IGFBP3,,SUCLG1,MIF,,DIS3
RPS20,,Rpl23,IKBKB,,VIM,BIEA,,DIS3L2
RPS23,,rpl24,IKBKG,,SEC11A,TRFE,,DKC1
RPS27A,,Rpl27,IL18,,TUFM,AK1A1,,DKK1
RPS3,,RPL27A,ILF3,,PLS3,TIG1,,DLAT
RPS3A,,RPL28,ILK,,HSPB1,COPB2,,DLD
RPS5,,RPL3,ILVBL,,VAMP3,GSTM1,,DLG1
RPS6,,Rpl30,IMMT,,CSRP1,HS90A,,DLG3
RPS6KA1,,Rpl32,IMPA1,,FXYD6,TGM2,,DLST
RPS6KA3,,RPL36,IMPDH1,,TXNDC5,CSRP1,,DMAC2L
RPS7,,Rpl4,IMPDH2,,RPL15,A1AT,,DMBT1
RPS8,,Rpl5,INPP1,,,AL1A1,,DMD
RPS9,,RPL6,INPP5B,,SEC22B,TCPB,,DMPK
RPSA,,RPL7,INPPL1,,SEC31A,TAGL2,,DMTN
RPTOR,,Rpl7a,IPO11,,CD63,RAN,,DMXL1
RRAS,,Rpl8,IPO13,,PEBP1,PCBP1,,DNAAF10
RRAS2,,RPL9,IPO5,,BTF3L4,LDHB,,DNAAF5
RRM1,,Rps11,IPO7,,NME2,TKT,,DNAH17
RSPH3,,Rps13,IPO8,,NME1,FRIH,,DNAJA1
RSPH4A,,Rps14,IPO9,,,PEDF,,DNAJA2
RSU1,,Rps15,IQGAP1,,RRAS2,CRIP1,,DNAJA3
RTCA,,Rps15a,IQGAP2,,RPL12,PRDX6,,DNAJB1
RTCB,,Rps16,IQSEC1,,,TAGL,,DNAJB11
RTN4,,Rps17,IRF6,,YWHAH,APOA1,,DNAJB12
RUFY1,,rps18,ISLR,,FAU,PSA5,,DNAJB2
RUFY3,,Rps2,ISOC1,,FABP3,GDIR1,,DNAJB4
RUVBL1,,Rps20,IST1,,IQGAP1,PSA6,,DNAJB6
RUVBL2,,Rps23,ITGA2,,PRDX1,CLH1,,DNAJC1
S100A10,,Rps27,ITGA3,,SNRPD2,1433B,,DNAJC10
S100A11,,RPS27A,ITGA6,,ATP5PO,ANXA5,,DNAJC11
S100A14,,Rps3,ITGB1,,LDHB,ENPL,,DNAJC13
S100A16,,RPS3A,ITGB3,,RPL35,RAC1,,DNAJC25
S100A4,,Rps4x,ITGB4,,CELSR3,FABP5,,DNAJC3
SAR1A,,RPS5,ITIH2,,,TBB5,,DNAJC30
SBDS,,Rps6,ITIH3,,SRSF3,ENOA,,DNAJC5
SCAMP1,,RPS6KA1,ITPKC,,ACTC1,RAB2A,,DNAJC7
SCAMP2,,RPS6KA3,IVNS1ABP,,LOC483167,PGK1,,DNAJC8
SCAMP3,,Rps7,IWS1,,RPL27,6PGD,,DNAJC9
SCFD1,,Rps8,JCHAIN,,ZBTB33,TXNL1,,DNASE2
SCIN,,Rps9,JMJD1C,,KRT76,IMB1,,DNM1L
SDCBP,,RPTOR,JMJD6,,RIDA,HBB,,DNM2
SEC13,,Rraga,JUP,,FKBP11,NTF2,,DNMT1
SEC14L3,,RRAS,KANK2,,SERPINB1,ITIH2,,DNMT3A
SEC22B,,Rras2,KANK4,,PPP1CB,B2MG,,DNPEP
SEC23A,,Rrm1,KARS1,,YWHAG,HS90B,,DNPH1
SEC23IP,,RSPH3,KCMF1,,HADH,PEBP1,,DNTTIP1
SEC24A,,Rsph6a,KCTD12,,CPNE3,CNDP2,,DNTTIP2
SEC24B,,Rspry1,KCTD14,,KRT8,RL7A,,DOCK1
SEC24C,,RSU1,KCTD21,,RPS19,PSA7,,DOCK11
SEC24D,,RTCA,KDELR2,,ANO5,EF1A1,,DOCK2
SEC31A,,RTCB,KHDRBS1,,MLEC,PPIA,,DOCK5
SELENBP1,,Rtn3,KHSRP,,ACTR3,RS19,,DOCK6
SERBP1,,Rtn4,KIAA0556,,RBM4B,SYTC,,DOCK7
SERPINH1,,RUFY1,KIAA1217.1,,RAP1B,IQGA1,,DOCK9
SF3B1,,RUFY3,KIAA1324,,PTBP1,PSMD5,,DOK2
SF3B3,,RUVBL1,KIAA2013,,GDI2,ACTN4,,DOP1B
SH3BGRL2,,RUVBL2,KIF13B,,ACTN1,ARF4,,DPAGT1
SH3BP4,,S100A10,KIF21A,,RAB14,CSRP1,,DPCD
SH3GL1,,S100A9,KIF27,,SSR3,RL11,,DPF2
SH3PXD2B,,Sacm1l,KIF2A,,RPS3,HPRT,,DPH2
SKIV2L,,SAR1A,KIF3A,,TOMM22,DEST,,DPH6
SLC29A1,,Sars,KIF3B,,RPL32,RS5,,DPM1
SLC31A1,,SBDS,KIF5B,,PHB,RL8,,DPM3
SLC44A1,,SBF1,KIFAP3,,CYB5A,MIPT3,,DPP3
SLC44A4,,SBF2,KLC1,,MYH14,DHDH,,DPP4
SLC5A1,,SBSN,KLC2,,STRAP,RL40,,DPP7
SLC6A8,,Scamp1,KLC4,,RPL30,TTL12,,DPP9
SLC9A3R1,,SCAMP2,KLHDC4,,APEX1,RS3A,,DPT
SMAD4,,SCAMP3,KLKB1,,IPO7,AL1A2,,DPY19L1
SMC1A,,SCFD1,KNG1,,PFN2,UBE2N,,DPY30
SMC2,,SCIN,KPNA1,,FUBP1,PSA1,,DPYD
SMC3,,SDCBP,KPNA3,,ST13,PSA4,,DPYS
SMC4,,Sdha,KPNA4,,RPN1,CRIP2,,DPYSL2
SMG1,,SDPR,KPNA6,,RPL29,PDIA3,,DPYSL3
SMS,,Sec11a,KPNB1,,,RS25,,DR1
SNAP23,,Sec13,KRAS,,HNRNPA3,NTF2,,DRAP1
SND1,,Sec22b,KRT18,,TAX1BP3,ROA2,,DRG1
SNRNP200,,Sec23a,KRT19,,LRP5,AN32A,,DRG2
SNRPD2,,SEC23IP,KRT7,,ALDOC,RS18,,DSC1
SNRPD3,,Sec24a,KRT8,,TKT,RS11,,DSC2
SNX1,,SEC24B,KTN1,,DPYSL3,CYTB,,DSC3
SNX2,,SEC24C,KYAT1,,RPL14,ALBU,,DSG2
SNX27,,SEC24D,L3HYPDH,,HINT1,PHS,,DSP
SNX5,,SEC31A,LAMB1,,NDUFS2,RL19,,DST
SNX6,,Sec61a1,LAMC3,,COL7A1,PSA3,,DSTN
SNX9,,SEC63,LAMP1,,HADHA,HBA,,DTNA
SORT1,,SEH1L,LAMTOR1,,HSP90B1,RL9,,DTX3L
SPAG1,,SEL1L,LAMTOR3,,VCP,IQGA2,,DTYMK
SPAG6,,Selenbp1,LANCL1,,PGLS,RS20,,DUS2
SPAG9,,SEPT11,LANCL2,,MTPN,OSTP,,DUS3L
SPTAN1,,SEPT2,LAP3,,VDAC3,6PGL,,DUSP12
SPTBN1,,SEPT5,LARP1,,,TEBP,,DUSP23
SRGAP2,,SEPT6,LARP7,,,CRYM,,DUSP3
SRI,,SEPT7,LARS1,,TMCO1,GSTO1,,DUT
SRP54,,SEPT8,LCAT,,SYNCRIP,GMPPB,,DVL3
SRP68,,SEPT9,LCMT1,,GOT2,ARPC3,,DYM
SRP72,,SERBP1,LCP1,,DMAC1,THIO,,DYNC1H1
SRPK1,,SERINC1,LDHA,,NKX1-2,VINC,,DYNC1I2
SSH3,,SERPINH1,LDHB,,FASN,WDR1,,DYNC1LI1
ST13,,Sf3b1,LDLRAP1,,MDH1,CAN1,,DYNC1LI2
STAM2,,Sf3b3,LEO1,,EEF2,SND1,,DYNC2H1
STAMBP,,SH3BGRL2,LGALS3,,LRRC59,RL27,,DYNLL2
STAT1,,SH3BP4,LGALSL,,HNRNPA1,LV102,,DYNLRB2
STAT3,,Sh3gl1,LGMN,,RAB5B,SPB5,,DYNLT1
STAT5B,,SH3KBP1,LIMS1,,SERPINH1,IAH1,,DYSF
STIP1,,SH3PXD2B,LIN7C,,RPS26,TCPG,,E2F4
STK10,,SHANK2,LIPA,,RPS17,RS8,,EARS2
STK24,,SIGMAR1,LLGL1,,CKAP4,APEX1,,EBF2
STK36,,SKIV2L,LLGL2,,PARVA,RL12,,EBI3
STK39,,Slc12a7,LMAN1,,TUBA8,RS4X,,EBNA1BP2
STK4,,SLC15A2,LMAN2,,CSNK2B,AATC,,EBP
STOM,,Slc1a1,LMCD1,,LOC475521,RET4,,ECE1
STRADA,,Slc25a5,LMF2,,LOC487740,MOES,,ECH1
STRAP,,SLC30A5,LMNB1,,IMMT,INO1,,ECHDC1
STRIP1,,SLC30A6,LMNB2,,KRT72,RL6,,ECHDC3
STRN,,Slc31a1,LMO7,,SND1,CAZA1,,ECHS1
STRN3,,SLC44A1,LMOD1,,IMPDH2,ANXA3,,ECI1
STUB1,,SLC5A1,LNPEP,,UBE2L3,RL7,,ECI2
STX12,,Slc5a6,LOC100913205,,PSMC2,RL30,,ECM1
STX2,,SLC6A8,LOC100913245,,ATP5F1B,TCPA,,ECPAS
STX3,,SLC8A2,LOC100913340,,DYNLL1,SEPT7,,EDC3
STX7,,Slc9a3r1,LOC100913427,,COPE,PSME1,,EDC4
STXBP1,,Slc9a3r2,LOC100913653,,CLTC,HEMO,,EDEM3
STXBP2,,Slit2,LOC100913958,,TMC5,K22E,,EDF1
STXBP3,,SMAD4,LOC100914020,,PFN1,GDIB,,EEA1
SWAP70,,SMC1A,LOC100914290,,COX5A,IF4A2,,EED
SYNCRIP,,SMC2,LOC100914408,,NCL,VTDB,,EEF1A1P5
SYNE2,,SMC3,LOC100914473,,ERH,TCPH,,EEF1B2
TACC2,,SMC4,LOC100914473.1,,ANXA2,TKT,,EEF1D
TAGLN2,,SMG1,LOC100914496,,TUBA4A,RLA0L,,EEF1E1
TALDO1,,Sms,LOC100914588,,KIF20B,TRFL,,EEF1G
TAOK1,,SMYD2,LOC100914654,,,PPIB,,EEF2
TAOK3,,Snap23,LOC100915208,,GRPEL1,GFPT1,,EEFSEC
TARBP1,,SND1,LOC100915609,,ACTR2,K1M1,,EEPD1
TARDBP,,Snrnp200,LOC100915652,,CTSD,RL22,,EFEMP1
TBC1D1,,Snrpd1,LOC100915670,,ITGA6,TPPP3,,EFEMP2
TBC1D10A,,Snrpd2,LOC100915785,,LOC479459,HSP7C,,EFHC1
TBC1D23,,snrpd3,LOC100915865,,SLC35F5,FKBP4,,EFHD1
TBC1D4,,SNX1,LOC100915930,,SEC61A1,CBR3,,EFHD2
TBC1D5,,Snx2,LOC100915994,,PPIB,K2C5,,EFNA1
TBC1D8B,,Snx27,LOC100915997,,CCT3,TBB5,,EFNB1
TBCD,,SNX5,LOC100916389,,,APOA1,,EFR3A
TBCK,,SNX6,LOC100916549,,MYL9,ANXA1,,EFS
TBK1,,SNX9,LOC100916642,,RPL21,RL3,,EFTUD2
TBL1XR1,,SORT1,LOC100916735,,FAM49B,GSTP1,,EGFR
TCP1,,SPAG1,LOC100916768,,TBCB,TPIS,,EGLN1
TES,,Spag6,LOC100916813,,DPP3,CERU,,EHBP1L1
TF,,Spag9,LOC100916813.1,,PDHA1,PLSI,,EHD1
TFCP2,,SPATS2L,LOC100916907,,ACO2,COF1,,EHD2
TFG,,Spcs2,LOC100917076,,PPIL3,PSA5,,EHD3
TGM2,,SPCS3,LOC100917086,,TARDBP,K2C1,,EHD4
TIPRL,,SPEF1,LOC100917098,,EIF4A1,BIEA,,EHHADH
TJP2,,SPRR1B,LOC100917146,,PHLDB2,HBB,,EI24
TKT,,SPRYD7,LOC100917223,,EIF2S1,LASP1,,EIF1
TLN1,,SPTAN1,LOC100917402,,GLG1,TTHY,,EIF1AD
TLN2,,SPTBN1,LOC100917453,,SRSF2,AL9A1,,EIF1AX
TMC4,,Sptlc1,LOC100917553,,HSD17B10,EF2,,EIF1AY
TMED10,,Sptlc2,LOC100917573,,CYCS,PARK7,,EIF2A
TMED2,,Sqrdl,LOC100917839,,KRT10,PDXK,,EIF2AK2
TMED7,,SRC,LOC100918000,,BLVRB,RS3,,EIF2B1
TNFAIP8,,SRGAP2,LOC100918187,,TUBB,RL24,,EIF2B2
TNPO1,,Srp54,LOC100918259,,TUBB2A,GBLP,,EIF2B3
TNPO2,,Srp68,LOC100918281,,PGK1,CAPZB,,EIF2B4
TNPO3,,SRP72,LOC100918642,,COPZ1,UBA1,,EIF2B5
TOM1,,SRPK1,LOC100918923,,PTGES3,K1C10,,EIF2D
TPD52L2,,Srpx,LOC100918980,,RPS14,PCBP1,,EIF2S1
TPI1,,Srr,LOC100919131,,,PA1B3,,EIF2S2
TPM3,,SSA2,LOC100919227,,CALR,MYH14,,EIF2S3
TPP2,,Ssh3,LOC100919292,,RPS12,COPB2,,EIF3A
TPPP3,,SSR4,LOC100919523,,,SAHH,,EIF3B
TRAF6,,ST13,LOC100919651,,RRBP1,K2M3,,EIF3CL
TRAPPC11,,Stam2,LOC100919695,,HNRNPA2B1,EZRI,,EIF3D
TRAPPC4,,Stambp,LOC100919759,,TNIK,SERB,,EIF3E
TRAPPC6B,,STAT1,LOC100919855,,SPTBN1,RS16,,EIF3F
TRAPPC8,,STAT3,LOC100919984,,,ENPL,,EIF3G
TRIM25,,Stat5b,LOC100920101,,MAPK1,IMB1,,EIF3H
TRIOBP,,Stip1,LOC100920165,,RPL7,KCRB,,EIF3I
TRIP11,,STK10,LOC100920182,,DDX3X,FIBG,,EIF3J
TRIP12,,STK16,LOC100920247,,DDX39B,PLSL,,EIF3K
TSC1,,Stk24,LOC100920443,,SAR1B,SODC,,EIF3L
TSC2,,Stk25,LOC100920453,,SURF4,KPYM,,EIF3M
TSG101,,STK36,LOC100920453.1,,HDLBP,TAGL2,,EIF4A1
TSN,,STK39,LOC100920562,,LOC100687259,SYQ,,EIF4A2
TSTA3,,Stk4,LOC100920614,,PSME3,CBR1,,EIF4A3
TTC21A,,STOM,LOC100920753,,CAP1,TBB4B,,EIF4B
TTC21B,,STOML3,LOC100920900,,DPYSL4,G6PI,,EIF4E
TTC25,,STRADA,LOC100920969,,ACAT2,K1C9,,EIF4E2
TTC26,,Strap,LOC100921013,,VDAC1,SPSY,,EIF4G1
TTC37,,STRIP1,LOC100921442.1,,C1QBP,TCPQ,,EIF4G2
TTC8,,Strn,LOC100921760,,LOC477072,PSA6,,EIF4G3
TTLL12,,Strn3,LOC100921809,,AP2B1,PEDF,,EIF4H
TUBA4A,,Stt3a,LOC100922149,,CCT2,TIG1,,EIF5
TUBB4B,,STT3B,LOC100922461,,PPP1CB,K1C18,,EIF5A
TUBG1,,STUB1,LOC100922482,,NPM1,CK070,,EIF5B
TUBGCP3,,Stx12,LOC100922596,,LOC608055,ARPC4,,EIF6
TWF1,,STX2,LOC100922607,,ARF4,CAND1,,EIPR1
TWF2,,Stx3,LOC100922782,,KRT17,SBP1,,ELAC2
TXLNA,,Stx7,LOC100922849,,WDR87,OVGP1,,ELANE
TXN,,STXBP1,LOC100923003,,ALDOA,PYGL,,ELAVL1
TXNDC5,,STXBP2,LOC100923048,,LGALS3,PLTP,,ELMO1
TXNL1,,STXBP3,LOC100923275,,ARL6IP5,IDHC,,ELMO2
UAP1,,STXBP5,LOC100923345,,ITGA5,ITIH2,,ELMOD2
UBA1,,Stxbp6,LOC100923620,,RACK1,FETUA,,ELOB
UBA6,,SULT1A2,LOC100923639,,LRPPRC,TGM2,,ELOC
UBE2L3,,Surf4,LOC100923802,,RPS10,GSTM1,,ELOVL5
UBE2M,,Swap70,LOC100923835,,LOC106558887,ACTC,,ELP1
UBE2Z,,Syncrip,LOC100923915,,LMNB1,HSP74,,ELP2
UBE3C,,SYNE1,LOC100923960,,NQO1,ABHEB,,ELP3
UBLCP1,,SYNE2,LOC100924032,,KPNB1,PLAK,,EMC1
UBR1,,Sytl1,LOC100924152,,TARS,DHPR,,EMC2
UBR2,,Syvn1,LOC100924346,,PLEC,FABP5,,EMC3
UBR4,,TACC2,LOC100924419,,PNP,PPIA,,EMC6
UCHL5,,Tagln2,LOC100924710,,DLA88,ACOC,,EMC7
UGDH,,TAOK1,LOC100924827,,UBA1,MDHC,,EMC8
UHRF1BP1L,,TAOK3,LOC100924919,,RAD23A,GDIR1,,EMD
UMPS,,TARBP1,LOC100925190,,ILF2,AK1A1,,EMG1
UNC45A,,tardbp,LOC100925261,,,ILEU,,EMILIN1
UPF1,,Tars,LOC100925390,,TXNL1,1433Z,,EMILIN2
UPF2,,TBC1D1,LOC100925494,,HMGB1,FRIH,,EML1
UPK1B,,TBC1D10A,LOC100925541,,,B2MG,,EML2
UPRT,,Tbc1d10b,LOC100925641,,UBE2K,CRIP1,,EML3
USO1,,TBC1D23,LOC100925808,,,CLIC1,,EML4
USP14,,TBC1D4,LOC100925873,,FIS1,6PGD,,ENAH
USP15,,TBC1D5,LOC100925940,,GSTO1,ACTB,,ENDOD1
USP19,,TBC1D8B,LOC100925942,,TPM4,ADHX,,ENDOG
USP24,,TBCD,LOC100926253,,PA2G4,TRFE,,ENDOU
USP47,,TBCK,LOC100926310,,MYL12A,CFAB,,ENG
USP5,,TBK1,LOC100926438,,SAE1,PRDX5,,ENO1
USP7,,TBL1XR1,LOC100926484.1,,HSPA5,PRDX1,,ENO2
USP9X,,TCP1,LOC100926505,,NDUFS4,HS90A,,ENO3
UTRN,,TCTE1,LOC100926570,,RPS16,S14L3,,ENOPH1
VAMP3,,TECR,LOC100926719,,H2AFZ,PGAM1,,ENOSF1
VASP,,TEKT1,LOC100926836,,SLC25A3,HS105,,ENPEP
VAT1,,Tekt3,LOC100926881,,GLS,RL18A,,ENPP1
VBP1,,TEKT4,LOC100927026,,SNRPF,HBA1,,ENTPD1
VCAN,,TENM4,LOC100927091,,ZYX,GALM,,ENY2
VCL,,TES,LOC100927108,,RNH1,DDAH2,,EOGT
VCP,,TFCP2,LOC100927203,,PCBP1,ALBU,,EP300
