gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
SMAD5	6.68E-223	0.334452404	0.597	0.428	1.19E-218
PDGFD	1.97E-222	0.320294483	0.161	0.04	3.51E-218
RNF14	3.41E-222	0.264419484	0.341	0.174	6.07E-218
RPA3	4.88E-222	-0.275460292	0.186	0.348	8.70E-218
E2F5	9.25E-222	0.319279968	0.426	0.253	1.65E-217
LOC100921809	5.10E-221	0.253782915	0.26	0.11	9.08E-217
LOC100927166	5.46E-221	0.29919125	0.434	0.258	9.72E-217
DGKH	6.65E-221	-0.409833238	0.46	0.614	1.19E-216
NDUFB4	8.34E-221	-0.284100162	0.156	0.309	1.49E-216
RNF216	1.10E-220	0.292075514	0.887	0.8	1.96E-216
MTCL1	1.24E-220	-0.381670441	0.162	0.314	2.21E-216
SMC1A	3.99E-220	-0.311300154	0.284	0.453	7.11E-216
SLC45A4	5.08E-220	0.346773957	0.448	0.276	9.05E-216
PNRC2	5.49E-220	0.282399408	0.341	0.177	9.79E-216
RWDD4	1.05E-219	-0.278323608	0.243	0.412	1.87E-215
ARHGAP35	1.96E-219	0.319155965	0.595	0.423	3.50E-215
ARHGAP17	3.30E-219	0.325066006	0.649	0.478	5.88E-215
CARS2	5.15E-219	0.293101408	0.431	0.254	9.18E-215
PIGU	5.39E-219	0.295362623	0.46	0.282	9.60E-215
MAP2K3	6.05E-219	-0.378248207	0.208	0.364	1.08E-214
EDNRA	1.84E-218	0.294805192	0.363	0.191	3.27E-214
MAP3K5	2.25E-218	-0.525240797	0.431	0.571	4.01E-214
ARPC4	2.35E-218	-0.278325094	0.2	0.362	4.18E-214
PTPN11	4.31E-218	-0.315054983	0.412	0.577	7.68E-214
JUP	6.23E-218	-0.255976227	0.137	0.287	1.11E-213
XRN1	6.86E-218	0.312659533	0.745	0.599	1.22E-213
BICD2	1.48E-217	-0.285942102	0.235	0.401	2.63E-213
ZNF638	1.94E-217	0.310607131	0.619	0.448	3.46E-213
NDUFA4	2.35E-217	-0.417305112	0.514	0.641	4.19E-213
WDR26	3.77E-217	0.320483245	0.513	0.337	6.71E-213
KANSL1	6.83E-217	0.292207711	0.906	0.821	1.22E-212
EIF3M	1.12E-216	-0.317851976	0.539	0.68	1.99E-212
DOCK7	1.13E-216	-0.330816439	0.464	0.616	2.02E-212
FBRSL1	2.05E-216	0.312405196	0.447	0.276	3.66E-212
EMC8	3.37E-216	-0.270319817	0.215	0.379	6.00E-212
EIF2S2	3.91E-216	-0.330963142	0.627	0.747	6.96E-212
IRS1	1.59E-215	-0.376269416	0.221	0.379	2.83E-211
C1H5orf34	4.29E-215	0.295229566	0.452	0.273	7.64E-211
NFYA	2.49E-214	0.257732884	0.3	0.143	4.44E-210
KDM1A	8.25E-214	0.307463601	0.661	0.499	1.47E-209
ZNF711	1.98E-213	0.259768665	0.314	0.155	3.52E-209
SWAP70	3.33E-213	0.266526779	0.328	0.167	5.93E-209
LPCAT1	1.27E-212	0.335356776	0.633	0.469	2.27E-208
FAM98A	1.51E-212	0.308531257	0.465	0.294	2.69E-208
F10	2.43E-212	-0.310714442	0.045	0.151	4.33E-208
DYRK1A	3.32E-212	0.287324428	0.941	0.885	5.92E-208
LARP1B	4.57E-212	-0.328069769	0.471	0.622	8.14E-208
RPF2	4.73E-212	0.285723982	0.432	0.26	8.42E-208
ME1	1.21E-211	-0.34808157	0.377	0.545	2.16E-207
ATP5MC2	1.33E-211	-0.382835576	0.437	0.582	2.36E-207
C2CD3	2.06E-211	0.299004944	0.415	0.244	3.68E-207
DAGLB	7.45E-211	0.269123791	0.333	0.173	1.33E-206
TCEA2	8.81E-211	0.251345823	0.322	0.162	1.57E-206
PDLIM7	2.51E-210	-0.273111818	0.193	0.352	4.48E-206
ASMTL	3.26E-210	0.344372574	0.59	0.403	5.81E-206
TOP2B	4.53E-210	0.315469741	0.785	0.664	8.06E-206
NDRG1	5.05E-210	-0.347167497	0.139	0.283	9.00E-206
TASP1	6.75E-210	0.346401593	0.549	0.386	1.20E-205
SLC35F5	1.35E-209	0.294316977	0.424	0.253	2.41E-205
DYNC2H1	1.69E-209	0.368290789	0.633	0.478	3.00E-205
SLC25A6	3.81E-209	-0.298329643	0.812	0.885	6.78E-205
SARS1	3.86E-209	-0.275837012	0.2	0.358	6.88E-205
PSIP1	2.87E-208	-0.380557742	0.455	0.598	5.10E-204
SCAP	4.16E-208	0.259386735	0.31	0.154	7.40E-204
SNU13	5.76E-208	-0.310052654	0.385	0.553	1.03E-203
CSNK1A1	9.15E-208	0.26057262	0.976	0.943	1.63E-203
FXR1	1.52E-207	0.30348021	0.621	0.457	2.70E-203
MAPK14	2.78E-207	0.309929176	0.662	0.494	4.95E-203
SBNO1	3.36E-207	0.311415023	0.617	0.454	5.98E-203
RHEB	3.40E-207	-0.374934257	0.542	0.666	6.05E-203
MIF	4.58E-207	-0.415310056	0.692	0.778	8.16E-203
WDR36	5.16E-207	0.288148623	0.36	0.198	9.20E-203
HACE1	5.33E-207	0.320383305	0.586	0.419	9.49E-203
USP3	6.28E-207	0.279283019	0.782	0.635	1.12E-202
TNC	1.46E-206	-0.867035996	0.263	0.417	2.60E-202
ATP5F1A	5.79E-206	-0.348470875	0.404	0.557	1.03E-201
PRKAR2A	6.55E-206	0.323149505	0.698	0.552	1.17E-201
PRPF3	9.32E-206	0.281500483	0.415	0.248	1.66E-201
MAP4K5	1.08E-205	0.277589949	0.921	0.843	1.93E-201
PCDH7	1.67E-205	0.362073676	0.45	0.284	2.97E-201
FLI1	2.22E-205	0.343948482	0.585	0.414	3.95E-201
GNL3	2.65E-205	0.26308706	0.33	0.172	4.72E-201
LARP7	4.36E-205	-0.286037768	0.276	0.44	7.76E-201
BCLAF1	5.13E-205	0.299588709	0.749	0.614	9.14E-201
PSMA7	5.34E-205	-0.371994006	0.424	0.568	9.52E-201
ABHD10	8.00E-205	-0.305918592	0.324	0.486	1.42E-200
DMXL2	8.78E-205	0.281031418	0.386	0.22	1.56E-200
MINK1	9.51E-205	0.305472872	0.542	0.373	1.69E-200
PAN3	7.53E-204	0.29691763	0.856	0.742	1.34E-199
PIGN	1.20E-203	0.275445013	0.37	0.206	2.14E-199
SPTLC2	4.03E-203	-0.38899499	0.477	0.612	7.17E-199
FAM220A	4.79E-203	0.262072121	0.362	0.198	8.54E-199
GEMIN5	4.92E-203	0.284761611	0.327	0.172	8.76E-199
ARHGEF10	5.73E-203	0.392533327	0.646	0.489	1.02E-198
TENM2	5.81E-203	0.257415407	0.158	0.043	1.04E-198
TOMM6	8.66E-203	-0.273016637	0.205	0.363	1.54E-198
LMOD1	1.06E-202	-0.346089716	0.094	0.22	1.89E-198
FOXO1	2.52E-202	-0.317223565	0.135	0.275	4.50E-198
NDFIP2	1.26E-201	0.352978792	0.535	0.377	2.25E-197
TLK1	2.01E-201	0.287685457	0.809	0.678	3.59E-197
UGDH	6.54E-201	-0.370665069	0.174	0.318	1.16E-196
SLC23A2	8.12E-201	-0.298982176	0.256	0.414	1.45E-196
HELQ	1.21E-200	0.252439035	0.289	0.139	2.15E-196
UBTD2	1.71E-200	0.303388002	0.526	0.357	3.05E-196
FXYD6	2.19E-200	-0.25525755	0.083	0.207	3.89E-196
DPY19L3	2.38E-200	0.306976046	0.474	0.305	4.23E-196
GLCE	4.99E-200	0.373326476	0.357	0.205	8.89E-196
SCAF8	2.20E-199	0.301382751	0.664	0.513	3.93E-195
ZFYVE9	9.72E-199	0.268345978	0.351	0.192	1.73E-194
RFX2	1.02E-198	0.342115371	0.619	0.46	1.81E-194
RAB7A	2.89E-198	-0.280743436	0.33	0.496	5.14E-194
WNK1	5.17E-198	0.290406168	0.936	0.879	9.20E-194
PKNOX2	8.23E-198	-0.418722599	0.197	0.347	1.47E-193
PPWD1	8.36E-198	0.258871188	0.37	0.208	1.49E-193
TMEM87B	8.91E-198	0.263658368	0.377	0.214	1.59E-193
PMS1	2.31E-197	0.30303015	0.385	0.224	4.11E-193
RAB3GAP2	6.14E-197	0.302983039	0.579	0.415	1.09E-192
ITM2B	1.41E-196	-0.293180161	0.276	0.435	2.52E-192
HDLBP	2.88E-196	-0.299612021	0.454	0.604	5.14E-192
SRP68	3.47E-196	0.286344823	0.482	0.316	6.17E-192
ANKRD50	3.93E-196	0.316986693	0.49	0.324	7.01E-192
PHF20	7.44E-196	0.33477326	0.603	0.45	1.33E-191
SLC39A11	7.56E-196	0.351561296	0.655	0.497	1.35E-191
INPP5F	2.85E-195	-0.288115968	0.257	0.415	5.07E-191
PPP2R1A	4.29E-195	-0.261312256	0.223	0.38	7.64E-191
SENP1	1.16E-194	0.250061204	0.337	0.181	2.07E-190
SGMS1	1.42E-194	-0.274602959	0.262	0.423	2.52E-190
CAB39L	1.63E-194	0.251318179	0.259	0.118	2.90E-190
KATNAL1	1.69E-194	0.266119025	0.329	0.175	3.00E-190
RASSF3	2.95E-194	-0.409065929	0.317	0.465	5.26E-190
HIPK3	3.74E-194	-0.325863756	0.4	0.554	6.67E-190
TEAD1	6.12E-194	-0.372825164	0.925	0.95	1.09E-189
CPED1	6.31E-194	0.252108027	0.422	0.246	1.12E-189
SENP7	2.07E-193	0.333570559	0.491	0.327	3.69E-189
NFAT5	2.65E-193	0.288342539	0.894	0.804	4.72E-189
FNIP2	6.25E-193	0.292032656	0.455	0.29	1.11E-188
LOC100914408	8.95E-193	-0.258548856	0.221	0.377	1.59E-188
BOC	1.56E-192	0.386840839	0.426	0.271	2.78E-188
SEC61G	1.76E-192	-0.352870022	0.469	0.61	3.14E-188
GTF2F2	2.61E-192	0.314911498	0.69	0.547	4.65E-188
SIAH1	3.08E-192	0.28394352	0.495	0.326	5.49E-188
YBX3	4.99E-192	-0.330852677	0.533	0.664	8.89E-188
THADA	1.11E-191	0.30258794	0.406	0.245	1.98E-187
SERINC1	3.12E-191	-0.312576396	0.401	0.557	5.56E-187
PBRM1	4.84E-191	0.302955233	0.709	0.566	8.62E-187
CHD1	5.08E-191	0.294762437	0.842	0.739	9.05E-187
JMJD1C	8.07E-191	0.301461114	0.459	0.299	1.44E-186
LOC100933846	1.10E-190	-0.333082967	0.445	0.59	1.96E-186
ARHGAP10	5.12E-190	-0.318215939	0.304	0.465	9.12E-186
ZNF654	5.81E-190	0.298799365	0.552	0.389	1.03E-185
PDS5B	6.11E-190	0.300081006	0.832	0.721	1.09E-185
LOC100928777	9.04E-190	-0.285627352	0.24	0.395	1.61E-185
CERT1	1.95E-189	-0.426773063	0.581	0.691	3.47E-185
SLC2A3	4.87E-189	0.297954839	0.512	0.347	8.67E-185
ZBED3	1.08E-188	0.254879542	0.339	0.186	1.92E-184
ZFAND5	1.77E-188	-0.300364074	0.258	0.412	3.16E-184
EPHA5	6.40E-188	0.507250231	0.32	0.172	1.14E-183
NFIC	1.93E-187	-0.294441948	0.549	0.683	3.44E-183
HNRNPC	6.30E-187	0.285973036	0.78	0.653	1.12E-182
PELI1	1.06E-186	-0.44957237	0.463	0.589	1.88E-182
COTL1	1.14E-186	-0.339594582	0.261	0.412	2.03E-182
ATP5PB	2.51E-186	-0.286192711	0.262	0.415	4.46E-182
CLK1	2.66E-186	0.309259558	0.51	0.354	4.73E-182
TOMM20	9.41E-186	-0.271538795	0.292	0.451	1.68E-181
HUWE1	1.09E-185	0.278303088	0.417	0.259	1.94E-181
HECTD4	3.45E-185	0.286490253	0.621	0.459	6.15E-181
PTEN	3.71E-185	0.283792983	0.549	0.388	6.61E-181
BRMS1L	5.91E-185	0.287609752	0.519	0.354	1.05E-180
CLPB	1.09E-184	0.266837462	0.394	0.235	1.95E-180
USP10	1.84E-184	0.309715513	0.713	0.581	3.29E-180
PSMA1	3.83E-184	-0.259930966	0.254	0.409	6.82E-180
LOC100928872	3.97E-184	0.27985618	0.409	0.253	7.08E-180
NUP160	3.98E-184	0.285173642	0.409	0.254	7.09E-180
PARG	1.00E-183	0.298380393	0.654	0.507	1.78E-179
EIF4EBP1	1.12E-183	-0.292355827	0.336	0.492	1.99E-179
ASCC3	4.22E-183	0.301271718	0.759	0.635	7.52E-179
SMC3	4.23E-183	-0.304116191	0.407	0.553	7.53E-179
RPS17	5.42E-183	-0.278363783	0.347	0.506	9.66E-179
REPS1	1.14E-182	0.280477902	0.479	0.317	2.03E-178
LOC100934825	3.51E-182	-0.273965157	0.283	0.439	6.26E-178
SNRPD3	4.11E-182	-0.311348421	0.346	0.498	7.32E-178
CARMIL1	5.04E-182	-0.353088981	0.547	0.679	8.97E-178
ATP5F1D	1.31E-181	-0.294324128	0.235	0.384	2.34E-177
CTTN	3.77E-181	-0.262431547	0.285	0.441	6.71E-177
ACAT2	1.11E-180	0.287742729	0.425	0.267	1.97E-176
RPRD2	1.18E-180	0.286529839	0.521	0.363	2.11E-176
AGO4	5.67E-180	0.25059004	0.363	0.21	1.01E-175
JAK2	7.97E-180	0.314726184	0.743	0.609	1.42E-175
TMBIM1	1.17E-179	-0.261915081	0.257	0.411	2.08E-175
RBM33	1.79E-179	0.264134369	0.866	0.77	3.19E-175
NCOA7	2.33E-179	0.324328078	0.471	0.319	4.15E-175
RRP1	2.79E-179	0.281934092	0.439	0.282	4.96E-175
GTDC1	4.79E-179	0.307118341	0.492	0.328	8.53E-175
STAG1	1.75E-178	-0.287794179	0.724	0.83	3.13E-174
VPS29	1.76E-178	-0.253648764	0.215	0.361	3.13E-174
CEPT1	2.52E-178	0.258871154	0.404	0.248	4.49E-174
ZNF644	3.22E-178	-0.30845896	0.702	0.793	5.74E-174
PSAP	3.84E-178	-0.297005971	0.319	0.466	6.84E-174
ACADSB	3.62E-177	-0.271000023	0.188	0.331	6.44E-173
LATS2	4.17E-177	-0.275203203	0.293	0.451	7.43E-173
ANKS1A	6.59E-177	0.276198183	0.635	0.479	1.17E-172
DCUN1D1	9.22E-177	0.280432251	0.478	0.324	1.64E-172
LOC100933809	9.36E-177	0.260956541	0.391	0.238	1.67E-172
POU2F1	1.67E-176	0.296928553	0.633	0.477	2.97E-172
FAM172A	1.84E-176	0.286991107	0.855	0.756	3.28E-172
MIA3	2.29E-176	0.283322569	0.654	0.505	4.08E-172
ATP6V1C1	7.61E-176	-0.255058996	0.251	0.402	1.36E-171
TIAL1	8.33E-176	0.27067625	0.472	0.315	1.48E-171
RAB11FIP3	8.85E-176	0.258456244	0.415	0.257	1.58E-171
FOXO3	9.30E-176	0.257016423	0.575	0.4	1.66E-171
ALDH3A1	7.45E-175	-0.473241895	0.155	0.281	1.33E-170
TGS1	1.34E-174	0.285460282	0.633	0.484	2.39E-170
FRS2	1.45E-174	0.280512795	0.587	0.433	2.58E-170
NUP58	1.74E-173	0.29286784	0.446	0.296	3.10E-169
MGRN1	1.94E-173	0.283219099	0.546	0.394	3.46E-169
LOC116421631	7.83E-173	-0.268996991	0.283	0.432	1.40E-168
DIS3L2	3.56E-172	0.277596247	0.497	0.342	6.34E-168
METAP1	9.69E-172	0.297172483	0.618	0.472	1.73E-167
CLIP1	1.56E-171	-0.319380721	0.586	0.702	2.79E-167
FRYL	2.57E-171	0.253281052	0.879	0.784	4.57E-167
PDE7B	2.46E-170	-0.316785104	0.139	0.27	4.38E-166
LOC100922431	3.06E-170	0.325903742	0.492	0.344	5.45E-166
RAPGEF6	5.23E-170	0.260338877	0.81	0.686	9.32E-166
CASP9	5.78E-170	-0.2815865	0.523	0.652	1.03E-165
ZNF277	7.64E-170	0.276888345	0.506	0.348	1.36E-165
DOCK1	1.38E-169	-0.280317162	0.534	0.677	2.45E-165
FAM171A1	2.21E-168	0.277668427	0.686	0.536	3.93E-164
GFRA1	4.54E-168	0.273469661	0.11	0.024	8.08E-164
UBE2V2	5.88E-168	-0.296290944	0.585	0.697	1.05E-163
UNC5C	8.87E-168	0.302571358	0.25	0.117	1.58E-163
CAP1	3.91E-167	-0.295623788	0.339	0.482	6.96E-163
LOC100928744	3.92E-167	-0.278244217	0.324	0.471	6.99E-163
NFXL1	9.44E-167	0.280511685	0.449	0.295	1.68E-162
INPP4A	1.29E-166	0.334439074	0.451	0.302	2.29E-162
FSTL1	5.42E-166	-0.336134348	0.895	0.916	9.66E-162
VEZF1	2.31E-165	-0.250248656	0.282	0.429	4.12E-161
RABGAP1L	3.49E-165	0.314616829	0.836	0.757	6.22E-161
FER	1.15E-164	0.278194819	0.74	0.616	2.05E-160
ARHGEF12	1.18E-164	-0.279316623	0.81	0.868	2.09E-160
DYNC1I2	1.24E-163	-0.285431314	0.459	0.592	2.22E-159
CPQ	1.28E-163	-0.28487239	0.153	0.282	2.28E-159
SLC9A9	2.13E-163	-0.265069037	0.178	0.315	3.80E-159
DCAF12	3.24E-163	0.263587208	0.73	0.591	5.77E-159
LOC100934323	3.56E-163	-0.271021748	0.305	0.454	6.34E-159
GNAI3	8.26E-163	-0.258027336	0.333	0.481	1.47E-158
RAC1	2.12E-162	-0.277613809	0.519	0.642	3.78E-158
TOP1	5.24E-162	0.287019753	0.735	0.612	9.34E-158
AGL	1.96E-161	0.250672186	0.318	0.18	3.49E-157
CUL2	2.80E-161	0.266360464	0.693	0.557	4.99E-157
RNF38	1.40E-160	-0.297313043	0.784	0.845	2.50E-156
HMCN1	4.59E-160	-0.797178277	0.224	0.347	8.17E-156
TBCK	6.32E-160	0.252285453	0.872	0.779	1.13E-155
RAD18	1.17E-159	-0.304252463	0.297	0.441	2.08E-155
PTPN21	1.55E-159	-0.301784196	0.339	0.481	2.75E-155
PPIB	1.90E-159	-0.320791867	0.484	0.607	3.39E-155
TMX3	2.23E-159	0.269532614	0.585	0.438	3.97E-155
ATP5F1B	2.59E-159	-0.329876044	0.544	0.652	4.62E-155
RAD54L2	3.47E-159	0.268100356	0.741	0.618	6.18E-155
SLC39A6	3.55E-159	-0.266696271	0.319	0.462	6.33E-155
ITSN1	4.41E-159	0.285513955	0.707	0.576	7.86E-155
ATP5IF1	8.81E-159	-0.309261005	0.32	0.458	1.57E-154
CCDC50	1.33E-158	-0.321889178	0.31	0.446	2.38E-154
RNF145	1.49E-158	0.267879988	0.697	0.552	2.65E-154
MAGT1	2.95E-158	0.260806204	0.409	0.264	5.26E-154
TSPAN14	3.03E-158	-0.324300653	0.298	0.434	5.40E-154
GNPNAT1	4.25E-158	-0.252617107	0.329	0.473	7.57E-154
SNX9	5.40E-158	-0.270230176	0.571	0.692	9.63E-154
DIO2	1.12E-157	-0.267589247	0.038	0.122	2.00E-153
CREBBP	2.96E-157	0.250933733	0.863	0.773	5.27E-153
MVB12B	3.22E-157	0.275462124	0.698	0.569	5.74E-153
EIF5B	1.21E-156	-0.307572707	0.733	0.819	2.15E-152
RPL29	1.67E-156	-0.333772184	0.791	0.854	2.97E-152
ARPC2	1.72E-156	-0.32216231	0.652	0.728	3.07E-152
LOC100920490	3.35E-156	-0.425206937	0.568	0.653	5.98E-152
AEBP1	5.17E-156	-0.343414796	0.286	0.415	9.21E-152
SELENOF	6.73E-156	-0.271769766	0.427	0.564	1.20E-151
MAGI2	9.63E-156	-0.357668846	0.498	0.628	1.72E-151
ATXN7L1	3.52E-155	0.320305469	0.508	0.367	6.27E-151
MED23	4.95E-155	0.264824753	0.523	0.377	8.83E-151
PSMD7	8.03E-155	-0.267568152	0.327	0.468	1.43E-150
TNRC6B	1.64E-154	0.265044293	0.683	0.546	2.92E-150
C4H6orf89	3.18E-153	0.268182882	0.494	0.353	5.66E-149
HIPK1	6.29E-153	-0.258116045	0.367	0.504	1.12E-148
NPNT	1.12E-152	-0.302681228	0.044	0.129	1.99E-148
BAHCC1	4.65E-152	0.256644345	0.584	0.429	8.28E-148
FDFT1	4.95E-152	0.261970627	0.467	0.321	8.81E-148
RPS6KA6	5.93E-152	0.257581992	0.311	0.178	1.06E-147
PHKA2	1.72E-151	0.257429587	0.422	0.277	3.07E-147
ERGIC2	2.12E-151	0.271537927	0.577	0.439	3.77E-147
KIAA0825	2.26E-151	0.331176089	0.51	0.363	4.03E-147
COMP	1.48E-150	-0.346931987	0.04	0.123	2.65E-146
LOC100932786	2.69E-150	-0.325863973	0.323	0.453	4.79E-146
SNRPB	1.24E-149	-0.254596887	0.251	0.387	2.21E-145
HSPA4L	3.70E-149	-0.280936515	0.458	0.587	6.59E-145
SOCS5	6.26E-149	-0.409416066	0.636	0.714	1.11E-144
BRWD3	1.23E-148	0.293628465	0.434	0.296	2.19E-144
ARHGEF10L	1.85E-148	-0.259922085	0.172	0.297	3.30E-144
EEF1D	2.04E-147	-0.258515651	0.54	0.661	3.63E-143
DTNBP1	3.30E-147	-0.312408671	0.479	0.597	5.88E-143
NFKBIZ	7.89E-147	-0.308269194	0.271	0.4	1.41E-142
VAPA	2.63E-146	-0.30937374	0.727	0.795	4.69E-142
RRP1B	6.44E-146	0.299586466	0.52	0.386	1.15E-141
TPR	9.22E-146	-0.258294857	0.682	0.768	1.64E-141
MITD1	1.36E-145	0.417275568	0.429	0.287	2.43E-141
FAF1	1.91E-145	0.262704735	0.749	0.636	3.41E-141
TBCEL	2.06E-145	0.258483865	0.506	0.36	3.67E-141
NPAS2	3.77E-145	0.412633834	0.575	0.451	6.72E-141
CIRBP	4.46E-145	0.264989481	0.848	0.774	7.94E-141
AUH	6.36E-145	-0.299174615	0.253	0.384	1.13E-140
AP4E1	1.25E-144	0.260347563	0.557	0.417	2.24E-140
BMS1	3.29E-144	0.256134917	0.44	0.299	5.87E-140
TEX10	5.31E-144	0.254257001	0.462	0.319	9.45E-140
CMTM4	1.09E-142	-0.332761852	0.399	0.52	1.94E-138
LOC100924683	1.58E-142	-0.292997667	0.398	0.528	2.82E-138
RREB1	5.97E-142	0.250644157	0.615	0.47	1.06E-137
PLXND1	8.78E-142	0.259328777	0.338	0.209	1.56E-137
PSMB1	2.09E-141	-0.250101307	0.284	0.417	3.71E-137
TPI1	4.10E-141	-0.326630961	0.323	0.447	7.30E-137
TMEM59	5.92E-141	-0.263262526	0.352	0.482	1.06E-136
ATP2A2	6.39E-141	-0.271774689	0.587	0.688	1.14E-136
NFATC1	8.18E-141	-0.543917991	0.224	0.345	1.46E-136
SMIM14	1.16E-140	-0.265670615	0.344	0.478	2.06E-136
SF3B1	1.42E-140	0.275502151	0.882	0.835	2.53E-136
PIR	1.83E-140	-0.294271097	0.092	0.193	3.25E-136
TGFBI	1.85E-139	-0.262265298	0.111	0.218	3.29E-135
SLAIN2	2.48E-139	-0.252755089	0.348	0.482	4.42E-135
PRKD3	5.12E-139	0.258975365	0.619	0.489	9.12E-135
EIF5A	6.40E-139	-0.252745826	0.324	0.457	1.14E-134
OGT	8.80E-139	0.265339022	0.819	0.728	1.57E-134
GDI2	2.14E-138	-0.269911617	0.428	0.55	3.81E-134
CNOT1	4.35E-138	0.256041092	0.574	0.441	7.74E-134
CAPZB	6.58E-138	-0.250729562	0.631	0.728	1.17E-133
ATP5MG	7.57E-138	-0.282446769	0.454	0.576	1.35E-133
CTIF	7.62E-137	-0.323640225	0.733	0.795	1.36E-132
SPPL3	1.55E-136	0.255106324	0.691	0.568	2.76E-132
MARCHF6	2.44E-136	0.251878043	0.605	0.473	4.34E-132
ATE1	8.30E-136	-0.266925157	0.53	0.64	1.48E-131
IL1RAP	5.59E-135	-0.621651965	0.156	0.261	9.96E-131
CTPS1	1.42E-134	-0.261840761	0.249	0.374	2.52E-130
VPS13D	1.62E-134	0.252689171	0.506	0.373	2.88E-130
CSF1	2.83E-134	-0.298538583	0.134	0.242	5.04E-130
JADE1	1.17E-133	-0.306315574	0.229	0.348	2.09E-129
BASP1	9.38E-133	-0.305176613	0.193	0.316	1.67E-128
ELL2	3.44E-130	-0.421235427	0.41	0.516	6.12E-126
GMDS	5.85E-129	0.297613699	0.768	0.674	1.04E-124
ESRRG	7.91E-129	0.267136146	0.406	0.262	1.41E-124
PLCL2	1.27E-128	0.338907458	0.396	0.277	2.27E-124
BPGM	1.53E-128	-0.39632843	0.305	0.425	2.73E-124
MYCBP2	1.45E-127	-0.343974935	0.912	0.936	2.58E-123
RASA2	2.16E-127	-0.295110914	0.455	0.565	3.84E-123
REEP3	2.46E-127	0.254140618	0.552	0.428	4.38E-123
LOC100918187	2.63E-127	-0.265601111	0.503	0.608	4.68E-123
FZD1	4.19E-127	-0.310991025	0.217	0.333	7.46E-123
PID1	7.08E-127	-0.45069707	0.241	0.356	1.26E-122
RTTN	7.81E-127	0.275939081	0.429	0.303	1.39E-122
CYFIP1	1.28E-126	-0.267403221	0.561	0.663	2.28E-122
ATP5MPL	1.31E-125	-0.268091687	0.326	0.448	2.34E-121
CSPP1	1.11E-124	0.250953791	0.407	0.28	1.97E-120
RCN3	1.41E-124	-0.255438239	0.363	0.487	2.51E-120
TFDP1	4.67E-124	0.286888259	0.741	0.651	8.32E-120
NIBAN1	1.36E-123	0.268360962	0.28	0.165	2.43E-119
SMS	6.86E-123	-0.346822603	0.268	0.384	1.22E-118
FKBP1A	1.48E-122	-0.262594362	0.494	0.597	2.64E-118
SMC4	4.30E-120	-0.368122334	0.399	0.509	7.65E-116
NAMPT	4.32E-120	-0.307800594	0.281	0.397	7.70E-116
BCAS3	7.48E-120	0.354691737	0.753	0.652	1.33E-115
SERBP1	8.14E-117	-0.253728907	0.727	0.788	1.45E-112
LRMDA	1.94E-115	-0.326317629	0.133	0.234	3.46E-111
MMP13	2.47E-115	-0.340545394	0.045	0.117	4.40E-111
KIAA0355	5.90E-115	-0.312315306	0.425	0.528	1.05E-110
SMAP1	1.19E-113	-0.251386966	0.711	0.784	2.11E-109
C4H1orf21	1.77E-111	0.277691101	0.459	0.336	3.16E-107
PRKD1	2.04E-110	-0.266403073	0.486	0.609	3.64E-106
CD109	3.98E-110	0.381030959	0.535	0.44	7.09E-106
SLC16A7	3.29E-109	-0.472400414	0.728	0.742	5.87E-105
SOX6	2.63E-108	-0.512076822	0.316	0.425	4.68E-104
WIPI1	4.69E-107	-0.287671592	0.451	0.556	8.36E-103
LRPPRC	1.13E-104	0.2841002	0.569	0.465	2.02E-100
FAM133B	3.17E-104	-0.286209468	0.506	0.589	5.65E-100
SMURF1	1.12E-103	-0.316270582	0.588	0.652	1.99E-99
SIK2	4.65E-103	-0.289507834	0.36	0.47	8.27E-99
CHSY1	5.45E-102	-0.338541625	0.636	0.707	9.72E-98
DERL1	1.17E-101	0.680710684	0.994	0.996	2.08E-97
TRAPPC9	1.54E-101	0.253551766	0.888	0.85	2.74E-97
KIAA1217	3.97E-101	-0.485845631	0.258	0.361	7.07E-97
HSPA5	2.01E-99	-0.375713212	0.63	0.696	3.57E-95
UBE3A	2.67E-99	-0.257569887	0.56	0.646	4.75E-95
LOC100932664	1.25E-98	-0.252511266	0.62	0.705	2.23E-94
ABTB2	4.95E-96	-0.275215718	0.309	0.417	8.82E-92
ATP5MC3	6.03E-96	-0.262289354	0.407	0.505	1.07E-91
SIK3	1.17E-94	-0.262773442	0.759	0.803	2.08E-90
MAGI1	2.15E-94	-0.351979854	0.58	0.659	3.83E-90
PLS3	4.83E-92	0.270067325	0.669	0.59	8.61E-88
SH3KBP1	6.34E-92	-0.35615221	0.797	0.817	1.13E-87
SLC7A1	2.95E-91	0.263316184	0.517	0.418	5.26E-87
GLS	4.13E-90	-0.284557459	0.93	0.936	7.36E-86
PKIG	7.65E-90	-0.274647865	0.342	0.439	1.36E-85
CDH2	9.00E-89	-0.929162079	0.62	0.613	1.60E-84
MYOF	1.20E-87	-0.299767367	0.661	0.713	2.14E-83
HSP90AB1	8.31E-87	-0.258579521	0.988	0.988	1.48E-82
THBS2	2.86E-85	-0.320039769	0.475	0.327	5.09E-81
NEK6	7.09E-81	-0.26059855	0.762	0.797	1.26E-76
WDHD1	1.49E-79	0.287746081	0.45	0.363	2.65E-75
RASAL2	7.22E-78	-0.273507138	0.609	0.683	1.29E-73
STXBP6	3.27E-77	0.329940813	0.193	0.114	5.83E-73
