BOVINE OF,FELINE OEV,PORCINE OEV,DUNNART OF,EQUINE OF,CANINE OEV,SHEEP OF,RABBIT OF,HUMAN OF
RNPEP,,Rap2a,IMMT,,PSME2,,,DEPTOR
ROCK1,,Rap2b,IMPA1,,PSME2,,,DERA
ROCK2,,RAP2C,IMPDH1,,PSME3,,,DERL1
ROPN1L,,Rapgef3,IMPDH2,,PSME3,,,DERL2
RPAP3,,RASA3,INPP1,,PSPH,,,DERL3
RPL10,,Rbbp7,INPP5B,,PSPH,,,DES
RPL10A,,RBM47,INPPL1,,PSPH,,,DESI1
RPL11,,Rbp1,IPO11,,PTBP1,,,DFFA
RPL12,,Rbx1,IPO13,,PTBP1,,,DGKA
RPL13,,RDX,IPO5,,PTBP1,,,DGKE
RPL13A,,RELA,IPO7,,PTCH1,,,DGKZ
RPL14,,Reps1,IPO8,,PTGES3,,,DGLUCY
RPL17,,Rer1,IPO9,,PTGES3,,,DHCR24
RPL18,,Rexo2,IQGAP1,,PTGES3,,,DHCR7
RPL18A,,Rhoa,IQGAP2,,PTGIS,,,DHODH
RPL19,,Rhoc,IQSEC1,,PTGIS,,,DHRS1
RPL21,,Rhog,IRF6,,PTGIS,,,DHRS11
RPL23,,RIBC2,ISLR,,PTGR1,,,DHRS4
RPL24,,RICTOR,ISOC1,,PTGR1,,,DHRS7
RPL27,,RIT1,IST1,,PTGR1,,,DHRS7B
RPL27A,,RMND5A,ISYNA1,,PTPDC1,,,DHRS9
RPL28,,RNF213,ITGA2,,PTRH2,,,DHTKD1
RPL3,,RNF31,ITGA3,,PVR,,,DHX15
RPL30,,RNPEP,ITGA6,,PYCR1,,,DHX16
RPL36,,ROCK1,ITGB1,,PYCR1,,,DHX29
RPL4,,ROCK2,ITGB3,,PYCR1,,,DHX30
RPL5,,ROGDI,ITGB4,,QDPR,,,DHX32
RPL6,,RPAP3,ITIH2,,QSOX1,,,DHX36
RPL7A,,Rpl10,ITIH3,,QTRT2,,,DHX38
RPL8,,Rpl10a,ITPKC,,RAB10,,,DHX57
RPLP0,,Rpl11,IVNS1ABP,,RAB10,,,DHX9
RPS11,,Rpl12,IWS1,,RAB11A,,,DIABLO
RPS13,,Rpl13,JCHAIN,,RAB11A,,,DIAPH1
RPS14,,RPL13A,JMJD1C,,RAB11B,,,DIAPH2
RPS15,,RPL14,JMJD6,,RAB11B,,,DICER1
RPS15A,,Rpl15,JUP,,RAB14,,,DIMT1
RPS16,,Rpl17,KANK2,,RAB14,,,DIP2A
RPS17,,RPL18,KANK4,,RAB14,,,DIP2B
RPS18,,RPL18A,KARS1,,RAB1A,,,DIPK2A
RPS2,,RPL21,KCMF1,,RAB1A,,,DIS3
RPS20,,Rpl23,KCNRG,,RAB1A,,,DIS3L2
RPS23,,rpl24,KCTD12,,RAB1B,,,DKC1
RPS27A,,Rpl27,KCTD14,,RAB21,,,DKK1
RPS3,,RPL27A,KCTD21,,RAB2A,,,DLAT
RPS3A,,RPL28,KDELR2,,RAB2A,,,DLD
RPS5,,RPL3,KHDRBS1,,RAB2A,,,DLG1
RPS6,,Rpl30,KHSRP,,RAB5B,,,DLG3
RPS6KA1,,Rpl32,KIAA0556,,RAB5B,,,DLST
RPS6KA3,,RPL36,KIAA1211L,,RAB5B,,,DMAC2L
RPS7,,Rpl4,KIAA1217.1,,RAB5C,,,DMBT1
RPS8,,Rpl5,KIAA1324,,RAB5C,,,DMD
RPS9,,RPL6,KIAA2013,,RAB5C,,,DMPK
RPSA,,RPL7,KIF13B,,RAB6A,,,DMTN
RPTOR,,Rpl7a,KIF21A,,RAB7A,,,DMXL1
RRAS,,Rpl8,KIF27,,RAB7A,,,DNAAF10
RRAS2,,RPL9,KIF2A,,RAB7A,,,DNAAF5
RRM1,,Rps11,KIF3A,,RAC1,,,DNAH17
RSPH3,,Rps13,KIF3B,,RAC1,,,DNAJA1
RSPH4A,,Rps14,KIF5B,,RAC1,,,DNAJA2
RSU1,,Rps15,KIFAP3,,RACK1,,,DNAJA3
RTCA,,Rps15a,KIFBP,,RACK1,,,DNAJB1
RTCB,,Rps16,KLC1,,RACK1,,,DNAJB11
RTN4,,Rps17,KLC2,,RAD23A,,,DNAJB12
RUFY1,,rps18,KLC4,,RAD23B,,,DNAJB2
RUFY3,,Rps2,KLHDC4,,RALA,,,DNAJB4
RUVBL1,,Rps20,KLKB1,,RALA,,,DNAJB6
RUVBL2,,Rps23,KNG1,,RAN,,,DNAJC1
S100A10,,Rps27,KPNA1,,RAN,,,DNAJC10
S100A11,,RPS27A,KPNA3,,RAN,,,DNAJC11
S100A14,,Rps3,KPNA4,,RANBP1,,,DNAJC13
S100A16,,RPS3A,KPNA6,,RAP1B,,,DNAJC25
S100A4,,Rps4x,KPNB1,,RAP1B,,,DNAJC3
SAR1A,,RPS5,KRAS,,RAP1B,,,DNAJC30
SBDS,,Rps6,KRT18,,RASEF,,,DNAJC5
SCAMP1,,RPS6KA1,KRT19,,RASIP1,,,DNAJC7
SCAMP2,,RPS6KA3,KRT7,,RBM4,,,DNAJC8
SCAMP3,,Rps7,KRT8,,RBM44,,,DNAJC9
SCFD1,,Rps8,KTN1,,RBM4B,,,DNASE2
SCIN,,Rps9,KYAT1,,RBMX,,,DNM1L
SDCBP,,RPTOR,L3HYPDH,,RBPMS,,,DNM2
SEC13,,Rraga,LAMB1,,RBPMS,,,DNMT1
SEC14L3,,RRAS,LAMC3,,RBPMS,,,DNMT3A
SEC22B,,Rras2,LAMP1,,RDX,,,DNPEP
SEC23A,,Rrm1,LAMTOR1,,RELL2,,,DNPH1
SEC23IP,,RSPH3,LAMTOR3,,RELL2,,,DNTTIP1
SEC24A,,Rsph6a,LANCL1,,RELL2,,,DNTTIP2
SEC24B,,Rspry1,LANCL2,,RHOA,,,DOCK1
SEC24C,,RSU1,LAP3,,RHOA,,,DOCK11
SEC24D,,RTCA,LARP1,,RHOA,,,DOCK2
SEC31A,,RTCB,LARP7,,RHOB,,,DOCK5
SELENBP1,,Rtn3,LARS1,,RHOU,,,DOCK6
SERBP1,,Rtn4,LCAT,,RIDA,,,DOCK7
SERPINH1,,RUFY1,LCMT1,,RIDA,,,DOCK9
SF3B1,,RUFY3,LCP1,,RIDA,,,DOK2
SF3B3,,RUVBL1,LDHA,,RNF170,,,DOP1B
SH3BGRL2,,RUVBL2,LDHB,,RNH1,,,DPAGT1
SH3BP4,,S100A10,LDLRAP1,,RNH1,,,DPCD
SH3GL1,,S100A9,LEO1,,RNH1,,,DPF2
SH3PXD2B,,Sacm1l,LGALS2,,RPL10A,,,DPH2
SKIV2L,,SAR1A,LGALS3,,RPL10A,,,DPH6
SLC29A1,,Sars,LGALSL,,RPL10A,,,DPM1
SLC31A1,,SBDS,LGMN,,RPL10L,,,DPM3
SLC44A1,,SBF1,LIMS1,,RPL10L,,,DPP3
SLC44A4,,SBF2,LIN7C,,RPL10L,,,DPP4
SLC5A1,,SBSN,LIPA,,RPL11,,,DPP7
SLC6A8,,Scamp1,LLGL1,,RPL11,,,DPP9
SLC9A3R1,,SCAMP2,LLGL2,,RPL11,,,DPT
SMAD4,,SCAMP3,LMAN1,,RPL12,,,DPY19L1
SMC1A,,SCFD1,LMAN2,,RPL12,,,DPY30
SMC2,,SCIN,LMCD1,,RPL12,,,DPYD
SMC3,,SDCBP,LMF2,,RPL13,,,DPYS
SMC4,,Sdha,LMNB1,,RPL13,,,DPYSL2
SMG1,,SDPR,LMNB2,,RPL13,,,DPYSL3
SMS,,Sec11a,LMO7,,RPL13A,,,DR1
SNAP23,,Sec13,LMOD1,,RPL13A,,,DRAP1
SND1,,Sec22b,LNPEP,,RPL13A,,,DRG1
SNRNP200,,Sec23a,LONP1,,RPL14,,,DRG2
SNRPD2,,SEC23IP,LPP,,RPL14,,,DSC1
SNRPD3,,Sec24a,LRATD2,,RPL14,,,DSC2
SNX1,,SEC24B,LRBA,,RPL15,,,DSC3
SNX2,,SEC24C,LRG1,,RPL15,,,DSG2
SNX27,,SEC24D,LRP1,,RPL15,,,DSP
SNX5,,SEC31A,LRPPRC,,RPL17,,,DST
SNX6,,Sec61a1,LRRC23,,RPL17,,,DSTN
SNX9,,SEC63,LRRC40,,RPL18,,,DTNA
SORT1,,SEH1L,LRRC47,,RPL18,,,DTX3L
SPAG1,,SEL1L,LRRC59,,RPL18,,,DTYMK
SPAG6,,Selenbp1,LRRC6,,RPL18A,,,DUS2
SPAG9,,SEPT11,LRRN4,,RPL18A,,,DUS3L
SPTAN1,,SEPT2,LSG1,,RPL18A,,,DUSP12
SPTBN1,,SEPT5,LSM12,,RPL19,,,DUSP23
SRGAP2,,SEPT6,LSM14A,,RPL19,,,DUSP3
SRI,,SEPT7,LSM2,,RPL19,,,DUT
SRP54,,SEPT8,LSM4,,RPL21,,,DVL3
SRP68,,SEPT9,LSM6,,RPL21,,,DYM
SRP72,,SERBP1,LSM7,,RPL21,,,DYNC1H1
SRPK1,,SERINC1,LUM,,RPL22L1,,,DYNC1I2
SSH3,,SERPINH1,LXN,,RPL23,,,DYNC1LI1
ST13,,Sf3b1,LY6H,,RPL23,,,DYNC1LI2
STAM2,,Sf3b3,LYG1,,RPL23,,,DYNC2H1
STAMBP,,SH3BGRL2,LYN,,RPL24,,,DYNLL2
STAT1,,SH3BP4,LYPLA1,,RPL24,,,DYNLRB2
STAT3,,Sh3gl1,LYPLA2,,RPL24,,,DYNLT1
STAT5B,,SH3KBP1,LYZ,,RPL26,,,DYSF
STIP1,,SH3PXD2B,LZIC,,RPL26,,,E2F4
STK10,,SHANK2,M6PR,,RPL26,,,EARS2
STK24,,SIGMAR1,MACF1,,RPL27,,,EBF2
STK36,,SKIV2L,MACF1.1,,RPL27,,,EBI3
STK39,,Slc12a7,MACROD1,,RPL27,,,EBNA1BP2
STK4,,SLC15A2,MAGOH,,RPL27A,,,EBP
STOM,,Slc1a1,MALT1,,RPL27A,,,ECE1
STRADA,,Slc25a5,MAN1A1,,RPL27A,,,ECH1
STRAP,,SLC30A5,MAN2A1,,RPL28,,,ECHDC1
STRIP1,,SLC30A6,MAN2B1,,RPL28,,,ECHDC3
STRN,,Slc31a1,MAN2C1,,RPL28,,,ECHS1
STRN3,,SLC44A1,MANF,,RPL29,,,ECI1
STUB1,,SLC5A1,MAP1B,,RPL29,,,ECI2
STX12,,Slc5a6,MAP1S,,RPL3,,,ECM1
STX2,,SLC6A8,MAP2K1,,RPL30,,,ECPAS
STX3,,SLC8A2,MAP2K2,,RPL30,,,EDC3
STX7,,Slc9a3r1,MAP2K3,,RPL30,,,EDC4
STXBP1,,Slc9a3r2,MAP2K4,,RPL32,,,EDEM3
STXBP2,,Slit2,MAP2K6,,RPL32,,,EDF1
STXBP3,,SMAD4,MAP3K20,,RPL35,,,EEA1
SWAP70,,SMC1A,MAP4,,RPL35,,,EED
SYNCRIP,,SMC2,MAP4K4,,RPL35,,,EEF1A1P5
SYNE2,,SMC3,MAP7,,RPL35A,,,EEF1B2
TACC2,,SMC4,MAPK14.1,,RPL35A,,,EEF1D
TAGLN2,,SMG1,MAPK3,,RPL35A,,,EEF1E1
TALDO1,,Sms,MAPK9,,RPL4,,,EEF1G
TAOK1,,SMYD2,MAPKAPK2,,RPL5,,,EEF2
TAOK3,,Snap23,MAPRE1,,RPL5,,,EEFSEC
TARBP1,,SND1,MAPRE2,,RPL5,,,EEPD1
TARDBP,,Snrnp200,MAPRE3,,RPL6,,,EFEMP1
TBC1D1,,Snrpd1,MARCKS,,RPL6,,,EFEMP2
TBC1D10A,,Snrpd2,MARK2,,RPL6,,,EFHC1
TBC1D23,,snrpd3,MARS1,,RPL7,,,EFHD1
TBC1D4,,SNX1,MAT2A,,RPL7,,,EFHD2
TBC1D5,,Snx2,MAT2B,,RPL7,,,EFNA1
TBC1D8B,,Snx27,MATR3,,RPL7A,,,EFNB1
TBCD,,SNX5,MB,,RPL7A,,,EFR3A
TBCK,,SNX6,MBNL1,,RPL7A,,,EFS
TBK1,,SNX9,MBNL2,,RPL8,,,EFTUD2
TBL1XR1,,SORT1,MCCC1,,RPL8,,,EGFR
TCP1,,SPAG1,MCCC2,,RPL8,,,EGLN1
TES,,Spag6,MCM2,,RPL9,,,EHBP1L1
TF,,Spag9,MCM3,,RPL9,,,EHD1
TFCP2,,SPATS2L,MCM4,,RPL9,,,EHD2
TFG,,Spcs2,MCM5,,RPLP0,,,EHD3
TGM2,,SPCS3,MCM6,,RPLP0,,,EHD4
TIPRL,,SPEF1,MCM7,,RPLP0,,,EHHADH
TJP2,,SPRR1B,MCMBP,,RPLP2,,,EI24
TKT,,SPRYD7,MCTS1,,RPLP2,,,EIF1
TLN1,,SPTAN1,MCU,,RPLP2,,,EIF1AD
TLN2,,SPTBN1,MDH1,,RPN1,,,EIF1AX
TMC4,,Sptlc1,MDH2,,RPN1,,,EIF1AY
TMED10,,Sptlc2,ME1,,RPN1,,,EIF2A
TMED2,,Sqrdl,ME2,,RPN2,,,EIF2AK2
TMED7,,SRC,MECR,,RPS10,,,EIF2B1
TNFAIP8,,SRGAP2,MEIS1,,RPS10,,,EIF2B2
TNPO1,,Srp54,MEMO1,,RPS10,,,EIF2B3
TNPO2,,Srp68,MEPCE,,RPS11,,,EIF2B4
TNPO3,,SRP72,MESD,,RPS11,,,EIF2B5
TOM1,,SRPK1,METAP1,,RPS12,,,EIF2D
TPD52L2,,Srpx,METTL16,,RPS12,,,EIF2S1
TPI1,,Srr,METTL3,,RPS12,,,EIF2S2
TPM3,,SSA2,MFAP4,,RPS14,,,EIF2S3
TPP2,,Ssh3,MGAT1,,RPS14,,,EIF3A
TPPP3,,SSR4,MGAT2,,RPS14,,,EIF3B
TRAF6,,ST13,MGLL,,RPS15,,,EIF3CL
TRAPPC11,,Stam2,MGST3,,RPS15,,,EIF3D
TRAPPC4,,Stambp,MICAL1,,RPS15A,,,EIF3E
TRAPPC6B,,STAT1,MICOS13,,RPS15A,,,EIF3F
TRAPPC8,,STAT3,MIF,,RPS16,,,EIF3G
TRIM25,,Stat5b,MINDY1,,RPS16,,,EIF3H
TRIOBP,,Stip1,MINPP1,,RPS16,,,EIF3I
TRIP11,,STK10,MISP3,,RPS17,,,EIF3J
TRIP12,,STK16,MLEC,,RPS17,,,EIF3K
TSC1,,Stk24,MLST8,,RPS17,,,EIF3L
TSC2,,Stk25,MME,,RPS18,,,EIF3M
TSG101,,STK36,MMP7,,RPS18,,,EIF4A1
TSN,,STK39,MMS19,,RPS18,,,EIF4A2
TSTA3,,Stk4,MMUT,,RPS19,,,EIF4A3
TTC21A,,STOM,MNS1,,RPS19,,,EIF4B
TTC21B,,STOML3,MOB1A,,RPS19,,,EIF4E
TTC25,,STRADA,MOB2,,RPS2,,,EIF4E2
TTC26,,Strap,MOCS2,,RPS2,,,EIF4G1
TTC37,,STRIP1,MON2,,RPS2,,,EIF4G2
TTC8,,Strn,MORN1,,RPS20,,,EIF4G3
TTLL12,,Strn3,MOV10,,RPS20,,,EIF4H
TUBA4A,,Stt3a,MPC2,,RPS20,,,EIF5
TUBB4B,,STT3B,MPDU1,,RPS21,,,EIF5A
TUBG1,,STUB1,MPDZ,,RPS21,,,EIF5B
TUBGCP3,,Stx12,MPI,,RPS23,,,EIF6
TWF1,,STX2,MPP5,,RPS23,,,EIPR1
TWF2,,Stx3,MPRIP,,RPS23,,,ELAC2
TXLNA,,Stx7,MPST,,RPS25,,,ELANE
TXN,,STXBP1,MPZ,,RPS25,,,ELAVL1
TXNDC5,,STXBP2,MRC1,,RPS25,,,ELMO1
TXNL1,,STXBP3,MRC2,,RPS26,,,ELMO2
UAP1,,STXBP5,MRI1,,RPS26,,,ELMOD2
UBA1,,Stxbp6,MSI2,,RPS26,,,ELOB
UBA6,,SULT1A2,MSLN,,RPS27,,,ELOC
UBE2L3,,Surf4,MSRA,,RPS27,,,ELOVL5
UBE2M,,Swap70,MSRB3,,RPS27,,,ELP1
UBE2Z,,Syncrip,MTA2,,RPS27A,,,ELP2
UBE3C,,SYNE1,MTAP,,RPS27A,,,ELP3
UBLCP1,,SYNE2,MTCH2,,RPS27A,,,EMC1
UBR1,,Sytl1,MTHFD1,,RPS3,,,EMC2
UBR2,,Syvn1,MTHFD1L,,RPS3,,,EMC3
UBR4,,TACC2,MTMR1,,RPS3,,,EMC6
UCHL5,,Tagln2,MTMR10,,RPS3A,,,EMC7
UGDH,,TAOK1,MTMR12,,RPS3A,,,EMC8
UHRF1BP1L,,TAOK3,MTMR2,,RPS3A,,,EMD
UMPS,,TARBP1,MTMR6,,RPS4X,,,EMG1
UNC45A,,tardbp,MTMR9,,RPS4X,,,EMILIN1
UPF1,,Tars,MTOR,,RPS4X,,,EMILIN2
UPF2,,TBC1D1,MTPN,,RPS5,,,EML1
UPK1B,,TBC1D10A,MTREX,,RPS5,,,EML2
UPRT,,Tbc1d10b,MTX3,,RPS5,,,EML3
USO1,,TBC1D23,MUC5AC,,RPS7,,,EML4
USP14,,TBC1D4,MVD,,RPS7,,,ENAH
USP15,,TBC1D5,MVK,,RPS7,,,ENDOD1
USP19,,TBC1D8B,MVP,,RPS8,,,ENDOG
USP24,,TBCD,MYBBP1A,,RPS8,,,ENDOU
USP47,,TBCK,MYCBP2,,RPS8,,,ENG
USP5,,TBK1,MYCBPAP,,RPS9,,,ENO1
USP7,,TBL1XR1,MYDGF,,RPS9,,,ENO2
USP9X,,TCP1,MYH10,,RPS9,,,ENO3
UTRN,,TCTE1,MYH9,,RPSA,,,ENOPH1
VAMP3,,TECR,MYL1,,RPSA,,,ENOSF1
VASP,,TEKT1,MYL6,,RPSA,,,ENPEP
VAT1,,Tekt3,MYL9,,RRAS,,,ENPP1
VBP1,,TEKT4,MYO1B,,RRAS,,,ENTPD1
VCAN,,TENM4,MYO1C,,RRAS,,,ENY2
VCL,,TES,MYO1D,,RRAS2,,,EOGT
VCP,,TFCP2,MYO1E,,RRAS2,,,EP300
VCPIP1,,TFG,MYO5B,,RRBP1,,,EPB41
VPS11,,Tfrc,MYO6,,RRBP1,,,EPB41L2
VPS13C,,TGas006m08.1,MYO9B,,RRBP1,,,EPB41L3
VPS16,,TGFBRAP1,MYOF,,RSU1,,,EPB42
VPS18,,TGM2,NAA15,,RSU1,,,EPCAM
VPS26A,,TGM3,NAA16,,RTN4,,,EPDR1
VPS26B,,THBS3,NAA25,,RTN4,,,EPG5
VPS29,,THSD4,NAA50,,RTN4,,,EPHA2
VPS33B,,Tiprl,NACA.1,,S100A10,,,EPHB2
VPS35,,TJP2,NADSYN1,,S100A11,,,EPHB3
VPS36,,TKT,NAE1,,S100A11,,,EPHB4
VPS4A,,TLN1,NAGA,,S100A11,,,EPHX1
VPS4B,,TLN2,NAGK,,S100A4,,,EPHX2
VPS51,,TM9SF1,NAGLU,,S100A4,,,EPM2AIP1
VPS52,,TM9SF2,NAMPT,,S100A4,,,EPN1
VWA7,,TM9SF3,NANP,,S100A6,,,EPN2
WDR1,,TM9SF4,NANS,,S100A6,,,EPPK1
WDR11,,TMED1,NAP1L1,,S100A6,,,EPRS1
WDR19,,TMED10,NAP1L4,,SAE1,,,EPS15
WDR26,,Tmed2,NAPA,,SAE1,,,EPS15L1
WDR35,,TMED3,NARS1,,SAR1B,,,EPS8L1
WDR37,,Tmed4,NASP,,SAR1B,,,EPS8L2
WDR47,,TMED5,NAXD,,SAR1B,,,EPX
WDR48,,Tmed7,NBEA,,SARNP,,,ERAP1
WDR54,,TMED9,NBEAL2,,SARS,,,ERAP2
WDR61,,TMEM30A,NCBP1,,SARS,,,ERBIN
WDR91,,TMEM30B,NCDN,,SCP2,,,ERC1
WDR92,,TMEM43,NCEH1,,SCP2,,,ERCC1
XPNPEP1,,Tmem67,NCK1,,SCP2,,,ERGIC1
XPO1,,TMEM87A,NCL,,SDF2,,,ERGIC2
XPO5,,Tnfaip8,NCLN,,SDF2L1,,,ERGIC3
XPO7,,TNPO1,NCOA2,,SDHA,,,ERH
XRCC5,,Tnpo2,NCSTN,,SDHA,,,ERI3
YBX1,,TNPO3,NDRG1,,SDHA,,,ERLEC1
YES1,,TOM1,NDRG2,,SDHAF3,,,ERLIN1
YKT6,,TOM2A,NDRG3,,SEC11A,,,ERLIN2
YPEL5,,TOMM40,NDRG4,,SEC13,,,ERMP1
YWHAB,,TOMM70A,NDUFA10,,SEC13,,,ERO1A
YWHAE,,Tpd52l2,NDUFA13,,SEC13,,,ERO1B
YWHAG,,TPI1,NDUFA6,,SEC22B,,,ERP29
YWHAH,,Tpm3,NDUFA8,,SEC22B,,,ERP44
YWHAQ,,TPP2,NDUFA9,,SEC22B,,,ESD
YWHAZ,,TPPP3,NDUFB4,,SEC23A,,,ESRP1
ZFYVE16,,Tprg1l,NDUFB7,,SEC23A,,,ESRP2
ZMYND10,,TRAF2,NDUFS1,,SEC23B,,,ESRRG
ZNFX1,,Traf3,NDUFS2,,SEC23B,,,ESYT1
ZW10,,TRAF6,NDUFS3,,SEC31A,,,ESYT2
ZZEF1,,Tram1,NDUFS4,,SEC31A,,,ETF1
,,TRAPPC4,NDUFS5,,SEC61A1,,,ETFA
,,Trappc6b,NDUFS6,,SEC61A1,,,ETFB
,,TRAPPC8,NDUFS7,,SEC61A1,,,ETFDH
,,TRIM25,NDUFV1,,SEC61B,,,ETHE1
,,TRIM29,NECAP1,,SEC61B,,,EVA1C
,,TRIO,NECAP2,,SEC61B,,,EVL
,,TRIOBP,NEDD4L,,SEPT2,,,EWSR1
,,TRIP11,NEK7,,SEPT2,,,EXOC1
,,TRIP12,NEK9,,SERBP1,,,EXOC2
,,TROVE2,NELFB,,SERBP1,,,EXOC3
,,TSC1,NELFCD,,SERPINA7,,,EXOC4
,,TSC2,NEXN,,SERPINA7,,,EXOC5
,,TSG101,NFKB1,,SERPINB1,,,EXOC6B
,,TSN,NFKBIE,,SERPINB1,,,EXOC7
,,Tspan14,NFS1,,SERPINB1,,,EXOC8
,,TSPAN6,NFYC,,SERPINB6,,,EXOSC10
,,Tsta3,NGLY1,,SERPINB6,,,EXOSC2
,,TTC21A,NHLRC2,,SERPINH1,,,EXOSC4
,,TTC21B,NIBAN1,,SERPINH1,,,EXOSC5
,,TTC25,NIBAN2,,SERPINH1,,,EXOSC6
,,TTC26,NID2,,SET,,,EXOSC7
,,TTC37,NIF3L1,,SF3A3,,,EXOSC8
,,TTC7B,NIPSNAP2,,SF3A3,,,EXOSC9
,,TTC8,NIT1,,SF3B1,,,EXT2
,,TTLL12,NIT2,,SF3B6,,,EXTL2
,,Tuba4a,NLN,,SFPQ,,,EZR
,,TUBB,NLRX1,,SFPQ,,,F10
,,TUBG1,NME2,,SFPQ,,,F11R
,,TUBGCP3,NME5,,SFXN1,,,F12
,,TUFM,NME7,,SFXN3,,,F13A1
,,TWF1,NME9,,SGTA,,,F13B
,,TWF2,NMNAT1,,SGTA,,,F2
,,TXLNA,NMRAL1,,SH3BGRL3,,,F5
,,Txlng,NMT1,,SH3BGRL3,,,F8A1
,,TXNDC5,NMT2,,SH3PXD2B,,,F8A2
,,Txnl1,NNT,,SH3PXD2B,,,F8A3
,,UAP1,NOL3,,SHMT2,,,F9
,,UBA1,NONO,,SHMT2,,,FAAH
,,UBA6,NOP58,,SHMT2,,,FABP3
,,Ube2l3,NOS1,,SKP1,,,FABP4
,,Ube2m,NPC1,,SKP1,,,FABP5
,,UBE2Z,NPEPL1,,SLC16A1,,,FADS1
,,UBE3B,NPL,,SLC1A5,,,FADS2
,,UBE3C,NPLOC4,,SLC25A11,,,FAF1
,,UBLCP1,NPM1,,SLC25A11,,,FAF2
,,UBR1,NPTN,,SLC25A3,,,FAH
,,Ubr2,NQO1,,SLC25A3,,,FAHD1
,,UBR4,NR3C1,,SLC25A3,,,FAHD2A
,,UCHL5,NRBP1,,SLC25A5,,,FAM107B
,,Uckl1,NRBP2,,SLC25A5,,,FAM114A1
,,UFL1,NRDC,,SLC25A5,,,FAM114A2
,,UFSP2,NRIP2,,SLC25A6,,,FAM120A
,,UGDH,NSDHL,,SLC25A6,,,FAM120B
,,UGT2B15,NSF,,SLC25A6,,,FAM126A
,,UHRF1BP1L,NSFL1C,,SLC35F5,,,FAM136A
,,UMPS,NSUN2,,SLC3A2,,,FAM13A
,,Unc13b,NT5C,,SMC5,,,FAM177A1
,,UNC13D,NT5C3B,,SND1,,,FAM20B
,,Unc45a,NT5DC1,,SND1,,,FAM3A
,,UPF1,NT5E,,SND1,,,FAM3B
,,UPF2,NUB1,,SNRNP70,,,FAM3C
,,UPRT,NUBP2,,SNRNP70,,,FAM50A
,,UQCRC1,NUCB2,,SNRPA,,,FAM83H
,,Uso1,NUCKS1,,SNRPA,,,FAM98B
,,Usp14,NUDC,,SNRPA,,,FAM98C
,,USP15,NUDCD1,,SNRPA1,,,FANCI
,,USP19,NUDCD2,,SNRPB,,,FAP
,,USP24,NUDCD3,,SNRPB,,,FARP1
,,Usp34,NUDT12,,SNRPD1,,,FARSA
,,USP47,NUDT2,,SNRPD2,,,FARSB
,,Usp5,NUDT21,,SNRPD2,,,FAS
,,Usp7,NUDT3,,SNRPD2,,,FASN
,,USP9X,NUDT5,,SNRPD3,,,FAT1
,,UTRN,NUMA1,,SNRPD3,,,FAU
,,VAMP3,NUMB,,SNRPF,,,FBL
,,VAMP4,NUP160,,SNRPF,,,FBLIM1
,,VARS,NUP214,,SNRPN,,,FBLN1
,,VAT1,NUP88,,SNX3,,,FBLN2
,,VAV1,NUP93,,SOD1,,,FBLN5
,,Vbp1,NUTF2,,SOD1,,,FBLN7
,,VCAN,OARD1,,SOD1,,,FBN1
,,VCL,OAS3,,SPCS2,,,FBN2
,,VCP,OAT,,SPCS2,,,FBP1
,,VCPIP1,OGDH,,SPCS2,,,FBXL18
,,VDAC1,OGFOD1,,SPCS3,,,FBXL20
,,VDAC2,OGFR,,SPCS3,,,FBXO2
,,VDAC3,OGN,,SPR,,,FBXO21
,,VNN2,OGT,,SPTAN1,,,FBXO22
,,Vps11,OLA1,,SPTB,,,FBXO3
,,VPS13C,OLFM4,,SPTBN1,,,FBXO30
,,VPS16,OPA1,,SRI,,,FBXO38
,,Vps18,OPLAH,,SRI,,,FBXO4
,,Vps26a,OPTN,,SRI,,,FBXO44
,,Vps26b,ORM1,,SRM,,,FBXO7
,,VPS29,OSBP,,SRM,,,FBXW8
,,Vps33a,OSBPL10,,SRP14,,,FCER1G
,,VPS33B,OSBPL2,,SRPRA,,,FCGBP
,,Vps35,OSBPL3,,SRRM2,,,FCGR2A
,,VPS36,OSBPL9,,SRSF1,,,FCGR3A
,,VPS39,OSCP1,,SRSF1,,,FCGRT
,,VPS41,OSGEP,,SRSF1,,,FCHO2
,,VPS4A,OTUB1,,SRSF2,,,FCHSD1
,,VPS4B,OTUD4,,SRSF2,,,FCN1
,,Vps51,OVCA2,,SRSF2,,,FCN2
,,VPS52,OXCT1,,SRSF3,,,FCSK
,,Vps8,OXR1,,SRSF3,,,FDFT1
,,WARS,OXSR1,,SRSF5,,,FDPS
,,Wdfy3,P4HA1,,SRSF7,,,FDX1
,,WDR1,P4HA2,,SRSF7,,,FDX2
,,WDR11,P4HB,,SRSF7,,,FDXR
,,Wdr19,PA2G4,,SSR1,,,FECH
,,WDR20,PABPC1,,SSR1,,,FEN1
,,Wdr26,PABPC4,,SSR1,,,FERMT1
,,WDR35,PACS1,,SSR3,,,FERMT2
,,Wdr37,PACSIN2,,SSR3,,,FERMT3
,,Wdr47,PACSIN3,,SSR4,,,FETUB
,,Wdr48,PAFAH1B1,,SSR4,,,FGA
,,WDR61,PAFAH1B2,,SSR4,,,FGB
,,WDR63,PAFAH1B3,,ST13,,,FGD4
,,WDR66,PAICS,,ST13,,,FGD5
,,WDR7,PAIP1,,ST13,,,FGG
,,WDR78,PAK1,,STIP1,,,FGL1
